Id,ProductId,UserId,HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score,Helpfulness,UserFrequency,ProductFrequency,SummarySentimentScore,SummarySentiment,TextSentimentScore,TextSentiment,Year,Month,Day
777219,B0000D9PNP,A1TDFF5G1KYE8T,1,1,2009-10-31,"Entertaining, but Also Discouraging","Project Greenlight season two was very entertaining, unlike the movie that resulted from it.  I think it is a wonderful idea, and applaud Ben And Matt for sponsoring it. Bottom line, the problem with the project results may be the frustrating process.What I believe from watching the DVDs was that Project Greenlight and Miramax need to choose the director(s) and then let him/her/them have a large part in selecting the script.  The group selecting the script now, including Ben and Matt, either do not know how to choose a good script, or have too much politics involved in the process.  After watching the comments on the scripts, you still have no idea what they will ultimately pick.In my opinion, the ""Battle of Shaker Heights"" was a lame story, and had no hope of making a profit regardless of who directed it, because there was nothing novel about it on top of being a very contrived (unrealistic) plot.  The casting process also was a political process driven by Miramax which seemed to almost force actors on the directors, but even great actors cannot fix a story that is not very interesting, funny, or believable.If the directors were chosen and given a large input into the script selection process, this could be a huge step forward in the quality of the project. I felt it was unfair for the directors to have to produce a script that really had nothing new to offer other than a showcase for the actor Shia.It somewhat killed my desire to compete in Project Greenlight again, but the support by Chris Moore and others gives great insight to the difficulties and challenges in making a low budget movie even with the best crew and equipment.  I hope they have more financial success in the future and let the directors have more input into the script in the future. The director does not have to be the writer, which may have been a season 3 mistake, but at least be in tune with the script chosen.",4.0,1.0,1,1,-0.4404,negative,0.9509,very positive,2009,10,31
286879,6301977750,A3VS47BUEKGHAI,0,0,2012-12-06,Enjoyable Classic,This is really quite a decent rendering of Dickens classic with a minimum of fiddling with the plot as is often seen in old films where length was restrictive.,4.0,0.0,2,1,0.4404,positive,0.0,neutral,2012,12,6
293196,6302038308,A1LR0ULMKMUSU3,0,1,2001-01-30,First one is best,Sam Raimi made again.But not as good as the first one.In the first film everything's excellent but i cant say same things for this film.He couldnt give the first film's tune.But the cast's r flawless.Shortly if u want to have an evil dead collection u should buy this.But not enough.,4.0,0.0,1,2,0.6369,very positive,-0.9178,very negative,2001,1,30
1146519,B0014E29TQ,A2DAHERP7HYJGO,19,21,2008-07-26,HIT ME,"Films about gambling and Las Vegas in particular have always held a certain fascination with the public, culminating with perhaps the ultimate Vegas movie OCEAN'S ELEVEN. But this week we have a release of a film that takes the Vegas movie a whole new direction. Most stunning of all is that it is in part based on a true story.TWENTY ONE is the story of Ben Campbell (Jim Sturgess), a struggling student at MIT (Massachusetts Institute of Technology) who has hopes of attending Harvard Med School. A grade A student with a 4.0 average, Ben is interviewed for a full ride scholarship. All he has to do is present an essay describing a life experience that sets him out above the other several hundred students applying. The problem is he has nearly no life experience.That all changes when he starts a class taught by Prof. Micky Rosa (Kevin Spacey). During the class, Rosa notices Ben's aptitude with numbers and mathematical equations. In turn, he invites him to join a select group of students Rosa has put together. The reason? Using the technique of counting cards, they plan to make a mint in Vegas at the blackjack tables.At first hesitant to do so, Ben finally comes around and joins the group which consists of Jill Taylor (Kate Bosworth), Choi (Aaron Yoo), Kianna (Liza Lapira) and Fisher (Jacob Pitts). The group learns to not only count cards, they put together a set of signals to let the lead player know which tables are hot and when to move on. When they have it down, they become Vegas bound.It runs like clockwork. The tables return them all a tidy profit and back to school they go, only to return weekend after weekend. Along the way a romance develops between Ben and Jill, Choi continues to pilfer tiny items everywhere he goes and Fisher places the entire project in jeopardy with a drunken night at the tables. The result is Fisher gets booted and Ben becomes the big cheese.With money coming in like never before, the rush of taking on the tables in Vegas and finding love at last, Ben's life changes but not for the better. Grades become a thing of the past as do his friends. His focus becomes making more and more money until he takes a chance he can't come back from.A bad night at the tables results in Micky cutting Ben lose and leaving the team in their hotel room alone. Making the decision to go it alone, Ben gets caught by Cole Williams (Laurence Fishburne), the head of security for the hotel casino. Not only does he get caught, Cole has a grudge against an old gambler he lost years ago...named Micky Rosa.The twists and turns at the end of the film along with the build up from the start make this a compelling movie that holds your attention from the starting gate. Ben's life riding a roller coaster of lows, highs and a return to the lows makes for an interesting tale that turned out much better than I expected.All performances seen in this flick are totally believable from the leads to the secondary characters. While Spacey may have been the ""name above the title"" in getting this movie made, he doesn't take center stage here, instead opting to work with the ensemble and that is to the benefit of the film.Based on the true story of a group of MIT students who actually did take Vegas for a ton of money, though not nearly in the same way shown here for dramatic effect, the film is certain to get the hopes up of gamblers seeking a way to beat the bank. Don't get caught up in that notion as the house is always the favorite. Instead, get caught up in the tale of a group of students led by a charismatic teacher who take a gamble and end up getting more than they bargained for.",4.0,0.9047619047619048,5,1,0.0,neutral,0.9841,very positive,2008,7,26
85220,0788882988,A3UPYGJKZ0XTU4,4,5,2008-03-15,"Violent, Darkly Comic, and Entertaining. But Surprisingly Simplistic.","""No Country for Old Men"" is based on the novel by Cormac McCarthy, which I have not read. It falls nicely into the oeuvre of darkly comic, intermittently gruesome crime films directed by Joel and Ethan Coen, though there is less plot than we usually get from the brothers Coen. In the parched border country of West Texas, 1980, Llewelyn Moss (Josh Brolin) stumbles across the aftermath of a drug deal gone wrong, including a satchel full of money. He packs his wife off to her mother's and prepares to defend himself against whomever lays claim to the loot. That would be obsessive killer Anton Chigurh (Javier Bardem), whose trail of carnage has put Sheriff Bell (Tommy Lee Jones) on his tail.The three main characters never meet, which contributes to the film's somewhat excessive length, as we must view them in separate scenes. Llewelyn, a working class Everyman who jumps at the chance for financial freedom, is pursued obsessively by Chigurh, with veteran lawman Bell bringing up the rear, bewildered by the nature of crime he sees nowadays. Chigurh is less a character than a force of nature. His actions seem to have no motivation. He represents all the bad stuff that bubbles to the surface when something in society goes  out of kilter -in this case a surge in the drug trade along the Mexican border in the early 1980s.This is one of the simplest plots I've ever seen filmed: An Everyman, Evil Incarnate, and a Good Guy, chasing one another, like ducks in a row. Perhaps it's too simple for a film of two hours. Tommy Lee Jones' earnest, deadpan delivery, and Chigurh's odd insistence on blaming fate for his actions helped keep my attention. But, apart from an allegory on violence that is so broad as to be meaningless, this is a chase movie that moves at a snail's pace. I was disappointed by the lack of complexity, but ""No Country for Old Men"" reminds me of  1990's ""Miller's Crossing"". Both films are violent, entertaining exercises in style, not substance, though this one is both funnier and more violent.The DVD (Miramax 2008): There are 3 bonus featurettes. ""The Making of No Country for Old Men"" (23 min) interviews the Coens about their attraction to the material and adapting the book, the cast about their roles, executive producer Robert Graf, and some creative and technical crew about recreating the 1980s.  In ""Working with the Coens"" (8 min), the cast and some crew talk about the Coens directing style. In ""Diary of a Country Sheriff"" (7 min), The Coens talk about the Bell and Chigurh characters. Subtitles for the film are available in English SDH, French, and Spanish.",4.0,0.8,10,6,0.3182,positive,-0.8462,very negative,2008,3,15
24214,0780020464,A1EHO1C89QIBOT,2,2,2001-03-27,Gay and Grave,"The film that put New Wave director Agnes Varda on the map, CLEO FROM 5 TO 7 looks spiffy here, as expected from a Criterion transfer.  Fresh and jazzy, CLEO follows its heroine as she waits the titular 2 hours for the results of a test from cancer.  Sounds grim, but in Varda's hands, CLEO's magical.  The sort of movie where actor improvisation really delivers the goods, with an off-the-cuff charm that's very appealing.  Wonderful cinematography, as the heroine races around Paris, and a charmingly grave romantic conclusion that's very satisfying.  A good introduction to Varda's work.",4.0,1.0,2,1,-0.3818,negative,0.9821,very positive,2001,3,27
825472,B000274T94,ASH9K3TIRDZ6F,1,1,2004-09-25,Great action movie,"This was a great movie, even with some of the usual hollywood BS fight scenes.  Purists, beware, it only loosely resembles the actual story and the other movies.  I actually like the Rock and I have liked all of his movies except Scorpion King....that was a stinker.  He'll do just fine in action movies and I hope to see more.  The movie has its funny moments complete with sidekick and it also has a very good villian.  If you want drama, go somewhere else and get Driving Miss Daisy...gag.  If you want action, humor, and fun buy this movie, don't rent it, you'll thank me for it.  The only reason it gets a 4 star rating is the fact that it has a fight scene where they beat the crap out of each other and keep going....doesn't cut it with me.  What really makes it stand out is the fact that the rest of the fight scenes are pretty realistic.  A great movie, all in all.",4.0,1.0,2,2,0.6249,very positive,0.9729,very positive,2004,9,25
961491,B000CRR33I,A15T91ILRE6OOT,1,2,2013-12-04,Interesting & Factual,"This was a gift for a &#34;History Buff&#34;... and they did like the content. Apparently, it is interesting & quite factual.",4.0,0.5,1,1,0.4019,positive,0.7964,very positive,2013,12,4
307953,6302320488,A21VL7TF0TZ7KT,0,0,2014-03-09,A lot of fun,"The John Ford version of the Mercury Theatre is on display in this really enjoyable movie. There's John Wayne, of course. Maureen O'Hara as beautiful as ever. Ward Bond as a priest. Have you ever checked out the titles of movies Ward Bond was in? He had an amazing career. And Barry Fitzgerald stealing every second of screen time he can. Victor McLaglen played the counter to John Wayne's Yank coming home. In addition you have a large cast of incredible Irish character actors. Fun, beautiful scenery, a predictable ending but did I mention fun?",4.0,0.0,2,6,0.5106,positive,0.9288,very positive,2014,3,9
948966,B000BT96E6,A26M99O2EGTGQ8,0,0,2012-10-11,"different kind of movie, I liked it",I like the actors and the attitude of the main leading lady.  She had very good lines. I gave this movie four starts because the acting was good and believable.  The story is a little slow but I founded very interesting and different contraire to my husband's opinion.  He found it boring and lost interest right away.,4.0,0.0,1,1,0.4215,positive,0.7925,very positive,2012,10,11
1417634,B004LWZWFQ,A152LNX4BOGFFW,1,2,2013-01-18,Good movie!,I really enjoyed this movie. A lot more than i thought I would. I didn't go the movies and see it. But i decided to get the BD after a few co-workers gave me their opinion of it. It really portrays the comic book spidey.,4.0,0.5,1,6,0.4926,positive,0.3174,positive,2013,1,18
1449722,B0059XTU1S,AIBDCIWC061A,0,0,2013-03-23,Pretty good,"Was expecting the LOTR's type of show...and it really almost delivered.  A bit slow at the beginning, but they were setting up the story.  So wonderful to see to see some of the original characters.  Watched it on my Kindle, rented, and at the end is another 1 1/2 hours of a blog by Peter Jackson that explains lots of the setup and logistics of filming.  Quite interesting. It ends much like the first LOTR ended...up in the air with more adventure coming.  There are some hints as to what is being filmed for the second installment.",4.0,0.0,2,11,0.7269,very positive,0.9641,very positive,2013,3,23
1564550,B008JFUQZ2,A1EQGFZPJ4V24X,0,1,2013-12-08,A True Popcorn Movie!,Get the popcorn; take off your shoes; lean back and watch giant robots fight giant dinosaurs controlled by aliens from outer space. Yummy!,4.0,0.0,2,12,0.4753,positive,0.2714,positive,2013,12,8
494504,B000006GSJ,AJIH1NJ9N28D9,2,2,2006-03-13,"""Kiss my Converse! ""","Cool movie from the 80's that's still kinda cool today.  If they'd drop some of the dancin' stuff and replaced it with more scenes of Sho'nuff, the Shogun of Harlem, it would have been even cooler.You see kind hearted Bruce Leroy is the baddest kung fu guy in Harlem (so bad he even eats popcorn with chopsticks) and Sho'nuff can't stand that people think Leroy is badder than him.  Leroy is all about inner peace and refuses to fight Sho'nuff.  Then Leroy falls for the super hot Vanity, so Sho'nuff and a mafia guy kidnap Vanity.  Now Leroy must fight.  Hieee-ya!Anybody interested in 80's cinema has probably seen this movie before, if not you need to check it out.  Hey, double feature it with the even better BIG TROUBLE IN LITTLE CHINA for an overload of comedy kung fu action.",4.0,1.0,1,1,0.4753,positive,-0.7916,very negative,2006,3,13
763874,B0000AKCKI,AIFXFHO2N9WJB,3,4,2006-02-06,"The Power of God, In Unlikely Hands...","What would you do if you felt that everything in life was against you?  That no matter what you did, it was never good enough for anyone or anything.  Would you persevere?  Just plain give up on trying?  Or would you lash out at God, after all when it seems the entire universe is against you, only one being could even possibly help you out of that kind of trouble.  If you chose the option of lashing out at God, which under some circumstances isn't necessarily a bad thing, as long as it's done in proper context and with respect for God.  By lashing out at God do you think that would solve your problems?  Do you think that God would snap his fingers and make your problems simply disappear or that maybe God would sort of take a vacation and give you His powers for a while to see if you could do His job better?  If you thought the answer about God giving you His powers was correct, then clearly you haven't been reading your Bible all that closely, but you have probably been watching or at least heard of the movie starring Jim Carrey and Morgan Freeman, ""Bruce Almighty"".""Bruce Almighty"" is the story of a down-trodden news reporter, Bruce Nolan (Jim Carrey), who believes that the entire world, nay the universe, is against him in all that he does.  Bruce's girlfriend (Jennifer Aniston), tries to assure him that one of these days things will begin to turn around for him, but Bruce doesn't believe this to be true.  So after lashing out at God in anger, accusing Him of not doing His job properly, Bruce is given a life-changing opportunity.  A personal visit with God (Morgan Freeman), leaves Bruce endowed with all of God's powers, and God challenges Bruce to see if he can do a better job than the Almighty God can.Truly one of Jim Carrey's most hilarious performances since ""Liar, Liar"" or ""Dumb and Dumber"", this over-the-top, laugh until you hurt comedy will leave you wanting to go back to watch it time and time again.  ""Bruce Almighty"" may come off as blasphemous to some, though I'm a Christian and I found it to not be blasphemous, but that's my opinion and not everyone agrees with me.  Though this movie is truly hilarious, there are some deep issues regarding faith, and man's relationship with God that get explored here.  Even though I don't believe this movie was written by a devout Christian, it still manages to deal with issues of free will, the corruption of absolute power, surrendering to God's will, and God's love for mankind, in very real and engaging ways that can be taken to heart by any Christian.  I truly believe that Christians should watch this movie, but bear in mind that there are moments that may be offensive to some, and times that tread on borderline blasphemous, but in the end this film steers clear of that territory, and comes out on top.I did say that I feel that Christians should watch this movie, but actually anyone who is looking for a movie that will have them laughing constantly should watch ""Bruce Almighty"".  I guarantee you will enjoy it.""Bruce Almighty"" is rated PG-13 for language and sensuality.",4.0,0.75,4,3,0.2732,positive,0.997,very positive,2006,2,6
260911,6301662725,A6EYVUEMO80C3,1,5,2003-05-25,What a difference a war makes!,"I rated this at least a 4 star film for a none to thrilling fact that this film represents an event in a time past that was as dramatic as any of the days of world war 2.There are a few items of a verifiable nature that the would be viewer might well learn from. The world had settled a score with Germany with the signing of the armistice which ended the first world war.The accord agreed to restricted the tonnage,that is the size and scope of germanys naval ambitions,just to mention one of the many restrictions placed on germany.One of the original ideas that germany pioneered in order to get around the restrictions was the advent of what we now know was the pocket battleship.The Bismarck was a very powerfull,if not the most powerfull ship afloat while she roamed the seas.I beleive though that the Japanese had the distinction of possessing the right to the most powerfull ship afloat during world war two.However, look no further than the bismarck! Destroyers and the like ran from her and to be absolutly straight up with you that was a ship to be reckoned with! There is another fact that might provide some help in this very important battle that is about to take place? The first world war brought an end to the era of the dreadnaught,which H.M.S. Hood was part of,though her place on the high seas was at a latter point in the first world war she still possessed a dreadnaught distinction.During a time between the wars and commencing a time immediately before the onset of hostilites of the second world war Hood underwent a makeover.Listen to this! those dreadnaught were slower than what was being done as the years passed and in an effort to make Hood faster she made a sacrifice of her plating.If you really want a shock wear do you think her plating was taken from?Right behind the stacks immediately over the area which protects the munitions.If ever there was a disaster waiting to happen it was that.I beleive that this might still be a conjecture as to the Hood blowing up,however the rest is history.I want to be clear this actually occured Hood was refitted and slimmed down and it may have cost her,her life.Long Live this Island nation-had it not been For the resolve of England on the high seas things may very well been different.This is not lessen any other aspect of the very dramatic time in world history but its dramatic detail cannot be overlooked-As a side note this picture drew enough attention that I think it was a singer who released a song at the time of the release of the film called Sink the Bismarck by johnny Horton.There not many events in history that entire movies are dedicated to,well,this is one.",4.0,0.2,1,2,-0.636,very negative,-0.8317,very negative,2003,5,25
344698,6302906652,AFMHBPOOCEK53,3,4,2002-01-22,Truer to Tolkien's literature than Peter Jackson's film(s).,"I first saw this film in 1978 when I was 13 years old and I loved it. I was a fan of Tolkien's literature (even though at the time it seemed a bit complex and confusing to me) before I saw the film. After having seen it, Bakshi's The LOTR fueled my imagination of Tolkien's world further by giving me a solid visualisation of it, and a partial rendering of it's story. My love and understanding for Tolkien's work and world has grown considerably over the years as I've matured. I'm 35 years old now and I still love this film when I watch it.I believe that the only valid criticism surrounding this film is criticism that comes from viewers who have read, understood, and are able to retain what they have read of Tolkien's literature (which rules out 75% of the fans of the Peter Jackson mega-budget film(s)), and who had initially seen this film in 1978/1979. Why? Because this film is based upon the most complex mediaeval-fantasy literature ever written, and shouldn't be viewed the same way as Harry Potter or The Chronicles Of Narnia. And because it was a different time back then; films were different, animation was different, special effects were different, perception was different, and culture was different. As well, one needn't read the books to enjoy this film; but one does need to read the books, and retain what one has read to understand and appreciate it.The most common complaints I've heard and read about this film are ones I would like to address. The most frequent complaint registered is that Bakshi edited out far too much of The Fellowship Of The Ring. Well of course he had to, didn't he? He was, after all, combining four books equalling two novels into one film for the cinema--not an easy achievement, especially if you're one who is familiar with the complexity of the books. (The only way to fully achieve a significant translation of Tolkien's The Lord Of The Rings would have to be in the form of a mini-series made for non-commercial television. Anyone interested?) As well, people complain about the film ending only half way through the story of The Lord Of The Rings. What they fail to understand is that another film based on the unfinished parts of The Two Towers and The Return Of The King was to follow. But Bakshi was denied the funds to produce it, so unfortunately nothing materialised. Another complaint is of the animation itself: rotoscoping. Rotoscoping is a technique of filming live actors and then drawing and painting directly over their images on the film to achieve an eerie realism. How can anyone say that the movements are unnatural when they are taken directly from live actors? I'll wager these same critics who say such an ignorant thing think that the computer-generated Cave Troll and Balrog in Jackson's film look and move realistically. Bakshi's animation is marvellous and breathtaking in this film, and he makes use of many creative and innovative techniques--even if they aren't all that pleasing to each individual set of eyes that view it.Bakshi's The Lord Of The Rings follows Tolkien's literature and dialogue with great respect. With a few exceptions, like Merry making the travel with Frodo, Sam, and Pippin across The Shire to Buckleberry, the Hobbits hiding all together in an alcove off the road whilst a Black Rider hovers above them (a scene Jackson stole from Bakshi), and Legolas meeting Aragorn and the Hobbits instead of Glorfindel, Bakshi only edits Tolkien's story and does not make significant changes to it (like Jackson does). Bakshi even throws in a few original things of his own, which add to the overall viewing pleasure.The voice talent in this film is absolutely superb, and is very characteristic to the personas of the people involved.As far as the physical character designs, and with the exception of the Hobbits not having curly hair, as well as the crude design of Aragorn, Bakshi's animated portrayals are right on (or very close to) the mark. I even accept Boromir's Nordic/Viking apparel and appearance as representative of Gondor strength--(after all, Tolkien loved stories about Vikings and had even formed a Viking Club with certain aquaintances and colleagues of his where they would get together in a local pub and read stories about Vikings to one another).Musically, Leonard Rosenman's original score is wonderfully fitting, and the best I've ever heard from him.The film's pacing and editing is actually very good--although does get a bit muddled towards the end, as befits the literature. I think people who may complain about the latter are forgetting that this is an adult fantasy story, and not a child's; and that it wasn't designed directly to appeal to those with a short attention span.Ralph Bakshi's The Lord Of The Rings with all its many faults and mistakes, nevertheless remains the only respectfully definitive work based on Tolkien's story put onto film thus far; much more so than Peter Jackson's dazzling live-action comic book-screenplay version (which, despite my criticism, I also love). Bakshi's The Lord Of The Rings is for the pure of heart fan of Tolkien's literature. Although it may not satisfy your appetite, it will certainly whet it.",4.0,0.75,1,1,0.3612,positive,0.994,very positive,2002,1,22
233757,6300269108,A3GD9BKIUT3I89,0,0,2007-10-22,Post Apocalypse Worlds,"An interesting film from the 1970's, part of a string of movies -- such as SOYLENT GREEN, THE OMEGA MAN, DAMNATION ALLEY, A BOY AND HIS DOG,etc. --which deal with civilization after some violent cataclysm.  Yul Brynner was no spring chicken when he did this role but performs well. Max Von Sydow as the Baron (originally it was to been called THE BARONEY) delivers as a man struggling to keep the people in his charge from being overcome by the violent forces outside his compound and from extinction.  Then there is Big Bill Smith.  Has anyone ever played better-- and more -- crazed over the edge psychos than this son of a gun? I think not.  In an interview he said that in his death scene, while rats ran over him, one actually crapped in his mouth.  Now that's taking one for the team!",4.0,0.0,5,1,0.0,neutral,-0.9642,very negative,2007,10,22
1254834,B00280LZAE,AZ505YQE7561U,0,0,2014-01-13,Not the best season by far but still a great experience.,"The show is great.  This season was a little too focused on disposable villains for my tastes, though.  The additional characters seemed two-dimensional at first but quickly grew up.  LaFayette's story is probably the most interesting aspect of season 2.",4.0,0.0,1,2,0.6669,very positive,0.6705,very positive,2014,1,13
1303511,B002ZG97QK,A2IF8V4U9FNOB9,1,1,2012-07-23,pleasantly surprised!,"have never heard of this dvd when a friend gave it to me to view and was ready with the remote to turn off in 1st 10 mins but got hooked and enjoyed it all the way through! great music, very witty, cute stars with believable chemistry, christina applegate, etc. very nice movie and goes to show the ones i never hear of turn out to b better than many of the major 'blockbusters' out there that i could fall asleep watching. def will keep this in my collection.",4.0,1.0,1,1,0.6476,very positive,0.9811,very positive,2012,7,23
1266715,B002FOQXUU,A3F4OHY3R93F78,0,0,2013-02-08,Magikano,This story was not bad. Little more kid like story.  It's about boy and his 3 sisters. they had normal like together. The only thing is that his sister are witch. He had no idea whats going on. He him self has power but do not know it (it is to belive that he is a demon king). There are other girls who has power has well. They like him as well. One of his sister bite close to him.,4.0,0.0,2,2,0.0,neutral,0.8645,very positive,2013,2,8
794491,B00016XNI4,A1MNUAXPWP8BUJ,0,0,2013-01-29,Hard To Look At,"Some homeless women obviously suffer from mental illness but the two I felt the most sympathy toward had multiple kids with zero support.  Yet some show a strange stubborn independence.  One woman living in a U-Haul (no joke) pretends she never even HEARD of section 8 housing.  Another grudgingly becomes a live in cook, pining for the old days of having her OWN servants.  Most emphatically reject food stamps or welfare.  Their problems go way deeper than a simple thousand bucks moving expenses.",4.0,0.0,5,1,-0.1027,neutral,-0.8667,very negative,2013,1,29
725852,B00007AJE1,A27OII1NG6EP56,0,1,2013-03-05,Good enough -,"Although the plot was predictable, the movie kept the suspense throughout. IMO it could be better by being a bit less Hollywood, a bit more realistic, in real life kidnappers don't have this much regard for life. However, this was created with folks sensitivities on mind.",4.0,0.0,1,4,0.4404,positive,0.5994,positive,2013,3,5
797733,B0001ADB5U,A1QI6PI0HH4H0P,0,0,2013-06-13,This Was One of the Better Seasons,"Contains Spoilers:I love that this show isn't ""neat.""  This particular season was particularly heart wrenching in that one of my favorite characters died and corruption was exposed ""at the nick"", but nothing could be done, if anything, until the leak was found.  Apt title for this season, ""Errors of Judgment.""There are so many ethical issues -Does corruption get exposed even though crime is lower than what it normally would be?Does a top official have an affair?Does a top official have an affair with the boss, confirming rumors of her promotion received due to spreading her legs?Did a top law abiding citizen really kill another person?Who has the biggest ego?",4.0,0.0,2,1,0.4404,positive,-0.9106,very negative,2013,6,13
826694,B00028G6NA,A2XEJEOUCHLPEF,0,0,2005-03-30,FINALLY A PPV where HHH isn't champion or in the Main event,THis PPV had some great matches. My favorite is Randy Orton vs. Benoit. That was great. Another thing was Triple H wasn't in the main event or going for the title. I like and respect HHH. But Give other superstars a chance at the title.,4.0,0.0,1,1,-0.4847,negative,0.886,very positive,2005,3,30
642329,B00005JOO9,A1SE0248RACMPY,1,2,2005-10-24,Well Timed and Executed,"The setup and punchline were well timed and well executed. The reaction from the actor was priceless.Although I'm not sure how he did not realize he was in the wrong house, it didn't matter because we, the audience, didn't know either.Good short film.",4.0,0.5,1,1,0.2732,positive,-0.2349,negative,2005,10,24
58040,0783227256,A5AHHE0WIDHR9,4,4,2003-08-10,History Re-written,"Great work by Hollywood, launched the career of Denzel, etc., etc., but DON'T TAKE THIS AS A HISTORY LESSON.  The US Army outlawed the lash prior to the war.  Spain banned slavery in 1650.  The character played by Honsou did indeed return to Africa....where he himself became involved in the slave trade for profit &amp; revenge!  Go read &quot;Prince Among Slaves&quot; by Terry Alford for an accurate picture of slavery in that time and place.",4.0,1.0,1,1,0.0,neutral,-0.9716,very negative,2003,8,10
995893,B000FTDVCK,A2VZOBP9WZ3UQU,0,0,2013-09-03,It was fun.,"I expected it to be more like the drama, Delightful Girl, than it was. But it was fun and had a surprise ending.",4.0,0.0,1,1,0.5106,positive,0.8859,very positive,2013,9,3
1371171,B003XTUAN2,A3AHCEAS3H4CZN,0,1,2010-12-11,"Pixie Lott carries the movie, Lucas OK","Pixie Lott (Judy in the Movie) did an excellent job with her scenes. Same with Jennette McCurdy as Bertha. Lucas Cruikshank was more annoying than an asset. I would buy it because of Pixie and Jennette. Buy this if you are a Pixie, Jennette, or VERY HARDCORE Fred Fan. Gets annoying after a while.",4.0,0.0,1,1,0.4466,positive,0.5326,positive,2010,12,11
640987,B00005JOHI,A2HJB9J5O5CLPB,12,19,2006-05-05,Excellent Rendition,"I've read Jane Austen's Pride and Prejudice, Emma, and Sense and Sensibility.  She rivals Shakespeare as the greatest artist of English literature.  Both writers were concerned with basic human motivation, but Austen limited her observation to what she knew best, the courtship of 18th Century men and women of all classes.  She particularly enjoyed matching rather struggling middle class girls with the Bill Gates of their day, the local nobility.Keira Knightley makes a lovely Elizabeth Bennet.  She's has every virtue and flaw that her love match, Mr. Darcy possesses, and there is the problem.  They are so alike, they are blind to each other's virtues initially, obsessing upon their human foibles instead, mostly their unmitigated pride.  But what smitten couple of any century is any different.  Ah, Austen is universally appreciated since she spotlights what most Earthly inhabitants will encounter one or more times in a lifetime, love.I think I may prefer the Laurence Olivier version made in the 1930's.  After all, his Darcy is superb, never to be duplicated, but this newer version uses modern color cinematography to advantage.  Jane Austen is always worthwhile.  This is an excellent rendition.",4.0,0.631578947368421,3,4,0.5719,positive,0.9923,very positive,2006,5,5
1635081,B00BJ0RFT4,A9I40WFF40R4,1,2,2013-07-27,Very High Camp!,"Seeing a new movie by Pedro Almodovar is always such  a visual treat. ""I'm So Excited,"" his latest confection-- actually his first full-deck comedy since ""Women on the Verge of a Nervous Breakdown""-- is certainly no exception to what we have come to expect from this most gifted of directors. As always, the opening frames of what the critics are calling his gayest movie yet are a delight to behold. Then the fun begins with Antonio Banderas and Penelope Cruz making cameo appearances.  The movie is certainly high camp in every way since 99% of the action takes place several thousand feet above ground in a plane that is circling Toledo,  Spain because of  a landing gear problem.  Or as one character asks when she learns of the problem, ""Toledo, Ohio""?There is quite an assortment of crazy characters here: gay airline attendants,  a bisexual pilot, another pilot willing to experiment, an admitted unclaimed flower, a newly-wed couple, a hit man-- in a word quite a collection of over-the-top creations of Mr. Almodovar, most of them flying business class.  Although the movie is a tad long-- at about two hours-- and gets a bit claustrophobic, the delightful ending will blow you away and makes up for any minor deficiencies ""I'm So Excited"" may have.  The director takes his own advice here-- that comedy should not be concerned with political correctness-- as anything is likely to happen.Having seen in the past few days two fine but terribly sad movies ""The Attack"" and  ""Fruitvale Station"" I was so ready for Mr. Almodovar's latest gift that is guaranteed to make you smile.",4.0,0.5,2,1,0.0,neutral,0.7276,very positive,2013,7,27
1585449,B0095HHM78,A342LSQCE5UESO,0,1,2013-05-20,Different Experience,"I did not have the experince of being offended by any of the material. Its not much diffferent than any amount of foul language or violence than any other movie of this rating, quite probably less.  I also did not think it was hard to follow the different flashback and forth's to various lifetimes or storylines.  The BAD? One story line did not fit for me at all, it involved a writer who's brother set him to a nursing home, perhaps it was added for comic relief, however, it seemed like putting an SNL sketch in the middle of the movie.  I never did fully relate to many of the characters. Tom Hanks WAS a character to relate to in the 'most future' world (make sure you enable close captioning to get the most out of these segments as they use a 'future dialect' of English.). It was also quite distracting to use the same Mr. Smith character in the movie that the filmakers used for the Matrix.  He did a good job, but it did seem like a poor choice to use him I guess.  Unfortunately he is a bit cast type as being from the Matrix series.  The 'lifetime' in future Seoul Korea and the other 'future' life are well worth the watch.How would I rate it.  3.5 to 4 stars.  ....It is worth watching and is quite diffferent than most movies that you typically see, I do have to agree with other reviewers in that regard.  I also do like the message of the  I truly think that those who downright hated the movie couldn't follow it cause you DO need the close captions on for so much of this movie, even if you do have good hearing.",4.0,0.0,1,4,0.0,neutral,0.7895,very positive,2013,5,20
164981,0800141709,A12VJP3LUECLSK,5,6,2001-03-09,"Classic Movie, Great DVD, but...","I just got this and I must say I'm pleased with the package. The film is a classic so I'm not going to review it. There are 3 decades worth of that. You're interested in the extras and the quality. Extras: It's not perfection but it has its share of good stuff. A trailer, the interviews, the gallery and the talent files are alone an expected handful of goodies that should be on all dvds.  Just my opinion but that should be a law. The big bonuses are the 2 docs- Wonderful and insightful ""Kudos""! My only wish would have been a commentary. Certainly there is some person who could add some insight during the film. Any volunteers? Quality: fine nothing spectacular but nothing distracting.  I would have loved to see it in the original widescreen though. Overall, if you love Kubrick click BUY now! If not it, still, is an exceptional DVD. My only wish is that all of Kubrick's films get this treatment or better. Then we can burn that Warner collection like the garbage it is!",4.0,0.8333333333333334,1,3,0.6249,very positive,0.9957,very positive,2001,3,9
